Go.	Gå!
Tom claimed he killed Mary in self-defense.	Tom påstod at han dræbte Mary i selvforsvar.
Tom decided to go back to Boston with Mary.	Tom besluttede at vende tilbage til Boston med Mary.
Tom doesn't have to go to Boston next week.	Tom behøver ikke tage til Boston i næste uge.
Tom doesn't have to go to Boston next week.	Tom behøver ikke at tage til Boston i næste uge.
Tom doesn't think he's as creative as Mary.	Tom tror ikke at han er så kreativ som Mary.
Tom has bought a house which has six rooms.	Tom har købt et hus der har seks værelser.
Tom is sitting in the front passenger seat.	Tom sidder på det forreste passagersæde.
Tom is still just as poor as he used to be.	Tom er stadig lige så fattig som han plejede at være.
Tom is very different from what I expected.	Tom er meget forskellig fra hvad jeg forventede.
Tom lost his job during the last recession.	Tom mistede sit job under den sidste recession.
Tom made no attempt to answer the question.	Tom gjorde intet forsøg på at besvare spørgsmålet.
Tom objected to being treated like a child.	Tom protesterede mod at blive behandlet som et barn.
Tom objected to being treated like a child.	Tom brød sig ikke om at blive behandlet som et barn.
Tom placed the dishtowel over his shoulder.	Tom lagde viskestykket over skulderen.
Tom plans to get up early tomorrow morning.	Tom planlægger at stå tidligt op i morgen tidlig.
Tom said he thought the room was too small.	Tom sagde at han syntes at værelset var for lille.
Tom said that he needed a little more time.	Tom sagde at han havde brug for lidt mere tid.
Tom says he can't work on an empty stomach.	Tom siger at han ikke kan arbejde på tom mave.
Tom suspected that his father was dyslexic.	Tom havde mistanke om at hans far var ordblind.
Tom tried to persuade Mary to quit smoking.	Tom prøvede at overtale Mary til at holde op med at ryge.
Tom waited for Mary in front of the school.	Tom ventede på Mary foran skolen.
Tom was standing in the middle of the road.	Tom stod midt på vejen.
Tom wasn't able to do what he wanted to do.	Tom var ikke i stand til at gøre det han ønskede at gøre.
Tom went up the ladder to pick some apples.	Tom gik op ad stigen for at plukke nogle æbler.
Tom's parents have a bar in their basement.	Toms forældre har en bar i kælderen.
Water the flowers before you eat breakfast.	Vand blomsterne før du spiser morgenmad.
We also did amputations. We had to do them.	Vi har også foretaget amputationer. Vi var nødt til at foretage dem.
We were caught in a traffic jam on the way.	Vi blev fanget i en trafikprop på vejen.
What do you call this vegetable in English?	Hvad kalder man denne grøntsag på engelsk?
What do you call this vegetable in English?	Hvad hedder denne grøntsag på engelsk?
What have we done to be punished like this?	Hvad har vi gjort for at blive straffet på den måde?
What language do they speak in Switzerland?	Hvilket sprog taler man i Schweiz?
When I was a kid, I had a dog named Cookie.	Da jeg var barn, havde jeg en hund der hed Cookie.
When was the last time you left work early?	Hvornår har du sidst forladt arbejdet tidligt?
When was the last time you watched a movie?	Hvornår har du sidst set en film?
Who knows what you'll find up in the attic?	Hvem ved hvad du vil finde på loftet?
Why didn't you tell us there was a witness?	Hvorfor fortalte du os ikke at der var et vidne?
Why don't you come over for dinner tonight?	Hvorfor kommer du ikke over til middag i aften?
Why would I tell you where I hide my money?	Hvorfor skulle jeg fortælle dig hvor jeg gemmer mine penge?
You are responsible for what you have done.	Du er ansvarlig for det du har gjort.
You can't kill someone that's already dead.	Du kan ikke dræbe en som allerede er død.
You haven't said anything to Tom, have you?	Du har ikke sagt noget til Tom, har du vel?
You must not be jealous of others' success.	Vær ikke misundelig på andre menneskers succes.
You need to improve your kissing technique.	Du er nødt til at forbedre din kysseteknik.
You scratch my back and I'll scratch yours.	Du gør mig en tjeneste og jeg gør dig en tjeneste.
You should know that I'm in love with Mary.	Du skal vide at jeg er forelsket i Mary.
You'll never guess what I saw this morning.	Gæt engang hvad jeg så i morges!
"How old is she?" "She is twelve years old."	"Hvor gammel er hun?" - "Hun er tolv år."
A jaywalker exposes himself to great danger.	En fumlegænger udsætter sig for stor fare.
A new school building is under construction.	En ny skolebygning er under opførelse.
Are you sure you haven't forgotten anything?	Er du sikker på at du ikke har glemt noget?
Both Tom and Mary checked their own watches.	Både Tom og Mary tjekkede deres egne ure.
Canada is to the north of the United States.	Canada ligger nord for USA.
Chickpeas are the main ingredient in hummus.	Kikærter er hovedingrediensen i hummus.
Correcting is sometimes harder than writing.	At rette er sommetider sværere end at skrive.
Correcting is sometimes harder than writing.	At rette er somme tider sværere end at skrive.
Could you tell me your mobile number please?	Ville du være så venlig at give mig dit mobilnummer?
Could you tell me your mobile number please?	Kunne jeg få dit mobilnummer?
Cows are considered sacred animals in India.	Køer betragtes som hellige dyr i Indien.
Did you like the movie we watched yesterday?	Kunne du lide den film vi så i går?
Do you like to be outside when it's snowing?	Kan du lide at være udenfor når det sner?
Don't act like you didn't hear the question.	Lad ikke som om du ikke hørte spørgsmålet.
Don't act like you didn't hear the question.	Lad være med at lade som om du ikke hørte spørgsmålet.
Don't worry about it. It's not your problem.	Det skal du ikke tænke på. Det er ikke dit problem.
Don't worry about it. It's not your problem.	Bekymr dig ikke om det. Det er ikke dit problem.
Don't worry about it. It's not your problem.	Lad være at bekymre dig om det. Det er ikke dit problem.
Give me your money or else I'll beat you up.	Giv mig dine penge eller jeg tæsker dig.
Give me your money or else I'll beat you up.	Hit med pengene eller også får du tæsk!
Go to your room and think about what I said.	Gå ind på dit værelse og tænk over det jeg har sagt til dig!
He reached home shortly before five o'clock.	Han kom hjem lidt før kl. 5.
He reached home shortly before five o'clock.	Han kom hjem lidt før klokken fem.
He said he would write to me, but he hasn't.	Han sagde at han ville skrive til mig, men det har han ikke gjort.
He was at the wrong place at the wrong time.	Han var på det forkerte sted på det forkerte tidspunkt.
How many galaxies are there in the universe?	Hvor mange galakser er der i universet?
How many times has Tom done that by himself?	Hvor mange gange har Tom gjort det selv?
I am economically independent of my parents.	Jeg er økonomisk uafhængig af mine forældre.
I asked Tom to meet me at the train station.	Jeg bad Tom møde mig ved togstationen.
I can't find anything wrong with his theory.	Jeg kan ikke finde nogen fejl i hans teori.
I can't make heads or tails of what you say.	Jeg kan ikke finde hoved eller hale i det du siger.
I didn't steal it. You can check my pockets.	Jeg har ikke stjålet den. Du må gerne tjekke min lommer.
I didn't steal it. You can check my pockets.	Jeg har ikke stjålet det. Du må gerne tjekke min lommer.
I don't have a great deal of money to spend.	Jeg har ikke mange penge at give ud af.
I don't know when, but it'll happen someday.	Jeg ved ikke hvornår, men det vil ske en dag.
I don't like traveling with lots of luggage.	Jeg kan ikke lide at rejse med masser af bagage.
I don't think Tom would buy a pink umbrella.	Jeg tror ikke at Tom kunne finde på at købe en lyserød paraply.
I don't want to work under these conditions.	Jeg ønsker ikke at arbejde under disse betingelser.
I feel like telling him what I think of him.	Jeg har lyst til at fortælle ham hvad jeg mener om ham.
I feel like telling him what I think of him.	Jeg har lyst til at fortælle ham hvad jeg tænker om ham.
I finally found the solution to the problem.	Jeg har endelig fundet løsningen på problemet.
I finally found the solution to the problem.	Endelig fandt jeg løsningen på problemet.
I found the banana on a steep mountain road.	Jeg fandt bananen på en stejl bjergvej.
I get goose bumps when I see a horror movie.	Jeg får gåsehud når jeg ser en skrækfilm.
I got up so an old man could sit in my seat.	Jeg rejste mig, så en gammel mand kunne få min plads.
I have a ball-point pen, but I want another.	Jeg har en kuglepen, men jeg vil gerne have en anden.
I have a lot of money in my savings account.	Jeg har mange penge på min opsparingskonto.
I have to go even if it rains cats and dogs.	Jeg er nødt til at gå, selv om det styrtregner.
I haven't heard from Tom in quite some time.	Jeg har ikke hørt fra Tom i temmelig lang tid.
I hope you don't suffer from claustrophobia.	Jeg håber du ikke lider af klaustrofobi.
I hurried in order to catch the first train.	Jeg skyndte mig for at komme med det første tog.
I hurried in order to catch the first train.	Jeg skyndte mig for at nå det første tog.
I know my daughter better than anybody else.	Jeg kender min datter bedre end nogen anden.
I love the smell of pancakes in the morning.	Jeg elsker lugten af pandekager om morgenen.
I love the smell of pancakes in the morning.	Jeg elsker duften af pandekager om morgenen.
I pawned my guitar in order to pay the rent.	Jeg pantsatte min guitar for at betale huslejen.
I saw Tom here in the park just a while ago.	Jeg så Tom her i parken for kort tid siden.
I stopped smoking for the sake of my health.	Jeg holdt op med at ryge af helbredsmæssige årsager.
I want my children to have dual citizenship.	Jeg ønsker at mine børn skal have dobbelt statsborgerskab.
I was having a bath when the telephone rang.	Jeg tog bad da telefonen ringede.
I will give you a bicycle for your birthday.	Jeg vil give dig en cykel til din fødselsdag.
I wish I could figure out how to burn a DVD.	Gid jeg kunne finde ud af at brænde en dvd.
I wish Mary didn't already have a boyfriend.	Gid Mary ikke allerede havde en kæreste.
I wish Tom didn't already have a girlfriend.	Gid Tom ikke allerede havde en kæreste.
I wonder what happened between Tom and Mary.	Hvad er der mon sket mellem Tom og Mary?
I wonder what language they speak in Brazil.	Jeg spørger mig selv om hvilket sprog man taler i Brasilien.
I work for three hours every Sunday morning.	Jeg arbejder 3 timer hver søndag morgen.
I would hate to be in Tom's shoes right now.	Jeg ville slet ikke bryde mig om at være i Toms sko lige nu.
I'd rather skip school and play video games.	Jeg vil hellere skulke fra skole og spille videospil i stedet.
I'll mow the lawn tomorrow, unless it rains.	Jeg slår græsplænen i morgen, medmindre det regner.
I'm looking forward to visiting your school.	Jeg ser frem til at besøge din skole.
I'm sure Tom would've told me if he'd known.	Jeg er sikker på at Tom ville have fortalt mig det hvis han havde vidst det.
